"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
116,"2020-07-13",0.0115495668912416,0,0,0,2.41671693630091e-05,-3.28250344687818e-05,8.11593731948e-05,9686805105567.65,-165592630846835,184966241057970,19373610211142.7,-331185261693802,369932482116088
117,"2020-07-14",0.0111214087117702,0,0,0,2.54881960077219e-05,-3.4092507895016e-05,8.50688999104597e-05,7068407256232.83,-119672633324043,133809447836508,14136814512471,-239345266648180,267618895673122
118,"2020-07-15",0.0111214087117702,0,0,0,2.6881451191639e-05,-3.54013203827227e-05,8.91642227660007e-05,5157777058118.78,-86478455988797.6,96794010105035.2,10315554116241.5,-172956911977664,193588020210147
119,"2020-07-16",0.0111214087117702,0,0,0,2.83508860152592e-05,-3.67522526360307e-05,9.34540246665491e-05,3763600938216.84,-62485527868587.1,70012729745020.8,7527201876436.54,-124971055737224,140025459490097
120,"2020-07-17",0.0111214087117702,0,0,0,2.99006678705588e-05,-3.81460483961844e-05,9.79473841373021e-05,2746278457276.51,-45144887003079.4,50637443917632.5,5492556914555.08,-90289774006194.2,101274887835304
121,"2020-07-18",0.0111214087117702,0,0,0,3.15351922924603e-05,-3.95834080226643e-05,0.000102653792607585,2003943959179.29,-32613278473317.1,36621166391675.6,4007887918360.03,-65226556946659,73242332783379
122,"2020-07-19",0.0111214087117702,0,0,0,3.32590954604516e-05,-4.10649815320467e-05,0.00010758317245295,1462266647029.52,-23557881473208.5,26482414767267.5,2924533294060.09,-47115762946434.6,52964829534554.8
123,"2020-07-20",0.0111214087117702,0,0,0,3.50772673860741e-05,-4.25913610733209e-05,0.000112745895845469,1067007755990.67,-17015040546147.3,19149056058128.6,2134015511982.09,-34030081092307.1,38298112116271.3
124,"2020-07-21",0.0111214087117702,0,0,0,3.69948658239589e-05,-4.41630728217314e-05,0.000118152804469649,778589564124.322,-12288073369491.7,13845252497740.3,1557179128249.21,-24576146738992.7,27690504995491.1
125,"2020-07-22",0.0111214087117702,0,0,0,3.90173309461671e-05,-4.57805682777027e-05,0.000123815230170037,568132430115.714,-8873351686117.47,10009616546348.9,1136264860231.84,-17746703372241.6,20019233092705.3
126,"2020-07-23",0.0111214087117702,0,0,0,4.11504008217759e-05,-4.74442149632245e-05,0.000129745016606776,414563041969.636,-6406837289197.69,7235963373136.96,829126083939.56,-12813674578400,14471926746279.1
127,"2020-07-24",0.0121951219512195,0,0,0,4.34001277912546e-05,-4.91542870888713e-05,0.00013595454267138,302504322332.234,-4625415734671.05,5230424379335.52,605008644664.673,-9250831469345.4,10460848758674.7
128,"2020-07-25",0.012847965738758,0,0,0,4.57728967549949e-05,-5.09109685230723e-05,0.000142456762033062,220735704260.835,-3338934318569.98,3780405727091.66,441471408521.826,-6677868637142.42,7560811454186.07
129,"2020-07-26",0.012847965738758,0,0,0,4.82754436457084e-05,-5.27143451350018e-05,0.000149265232426419,161069603104.762,-2409982630530.48,2732121836740,322139206209.635,-4819965261062.69,5464243673481.96
130,"2020-07-27",0.0117647058823529,0,0,0,5.09148737787328e-05,-5.45643811812308e-05,0.000156394128738696,117531584349.711,-1739273008519.95,1974336177219.37,235063168699.502,-3478546017041.15,3948672354440.15
131,"2020-07-28",0.0125874125874126,0,0,0,5.36986821036513e-05,-5.6460905011962e-05,0.000163858269219265,85762136700.4227,-1255070861674.58,1426595135075.43,171524273400.902,-2510141723350.03,2853190270151.83
132,"2020-07-29",0.0125874125874126,0,0,0,5.66347746170208e-05,-5.84035941171902e-05,0.000171673143351232,62580149260.4491,-905553635960.393,1030713934481.29,125160298520.939,-1811107271921.41,2061427868963.28
133,"2020-07-30",0.0131386861313869,0,0,0,5.97314909550719e-05,-6.03919588824944e-05,0.000179854940792638,45664383283.0338,-653287440236.947,744616206803.015,91328766566.0977,-1306574880474.35,1489232413606.54
134,"2020-07-31",0.0131386861313869,0,0,0,6.29976282316167e-05,-6.24253249602551e-05,0.000188420581423489,33321043897.5049,-471234794853.048,537876882648.058,66642087795.0315,-942469589706.418,1075753765296.48
135,"2020-08-01",0.0116666666666667,0,0,0,6.64424661900226e-05,-6.45028141581271e-05,0.000197387746538172,24314178504.015,-339869326742.869,388497683750.899,48628357008.0453,-679738653485.963,776995367502.053
136,"2020-08-02",0.0137254901960784,0,0,0,7.00757937419306e-05,-6.66233237430914e-05,0.000206774911226953,17741919435.1643,-245090677658.72,280574516529.048,35483838870.3396,-490181355317.6,561149033058.279
137,"2020-08-03",0.0148936170212766,0,0,0,7.39079369694332e-05,-6.87855040565392e-05,0.000216601377995406,12946178921.5656,-176717836493.756,202610194336.887,25892357843.1391,-353435672987.626,405220388673.904
138,"2020-08-04",0.00588235294117647,0,0,0,7.79497886716865e-05,-7.09877343338255e-05,0.000226887311677199,9446754015.63378,-127400540625.011,146294048656.279,18893508031.2734,-254801081250.105,292588097312.652
139,"2020-08-05",0.00588235294117647,0,0,0,8.22128395414277e-05,-7.32280966208052e-05,0.00023765377570366,6893243324.7339,-91832818330.4439,105619304979.912,13786486649.472,-183665636660.947,211238609959.892
140,"2020-08-06",0.00588235294117647,0,0,0,8.67092110616233e-05,-7.55043476803587e-05,0.000248922769803605,5029960921.53466,-66184870018.3639,76244791861.4332,10059921843.0722,-132369740036.768,152489583722.913
141,"2020-08-07",0.00588235294117647,0,0,0,9.14516902174793e-05,-7.78138887841674e-05,0.000260717269219126,3670334221.53892,-47692714476.2408,55033382919.3186,7340668443.08003,-95385428952.5114,110066765838.671
142,"2020-08-08",0.00588235294117647,0,0,0,9.64537661243462e-05,-8.01537332894579e-05,0.00027306126553815,2678222258.17408,-34361820266.1747,39718264782.5229,5356444516.34973,-68723640532.3707,79436529565.0702
143,"2020-08-09",0.00588235294117647,0,0,0,0.000101729668677633,-8.25204719076024e-05,0.000285979809262869,1954283733.09599,-24753083164.398,28661650630.59,3908567466.19306,-49506166328.8107,57323301261.1968
144,"2020-08-10",0.00588235294117647,0,0,0,0.000107294409336758,-8.49102355819573e-05,0.000299499054255474,1426029859.09295,-17828286657.4958,20680346375.6817,2852059718.18671,-35656573315.0025,41360692751.3759
145,"2020-08-11",0.00588235294117647,0,0,0,0.000113163824161376,-8.73186559068415e-05,0.000313646304229593,1040565975.44465,-12838525871.7787,14919657822.668,2081131950.88988,-25677051743.565,29839315645.3448
146,"2020-08-12",0.00588235294117647,0,0,0,0.000119354619224723,-8.97408230389723e-05,0.000328450061488418,759295145.433919,-9243659869.34983,10762250160.2177,1518590290.86825,-18487319738.705,21524500320.4415
147,"2020-08-13",0,0,0,0,0.000125884418535855,-9.2171241077961e-05,0.000343940078149672,554053401.210963,-6654170346.79055,7762277149.21248,1108106802.42222,-13308340693.5849,15524554298.4293
148,"2020-08-14",0,0,0,0,0.000132771814740639,-9.46037839692292e-05,0.000360147413450507,404289653.68665,-4789198811.53736,5597778118.91066,808579307.373526,-9578397623.07755,11195556237.8246
149,"2020-08-15",0,0,0,0,0.000140036424590834,-9.70316950532049e-05,0.000377104544234874,295007888.627395,-3446264070.59257,4036279847.84736,590015777.254949,-6892528141.18711,8072559695.69701
150,"2020-08-16",0,0,0,0,0.000147698945411149,-9.94475374691844e-05,0.000394845428291482,215265598.708214,-2479411542.44365,2909942739.86008,430531197.416542,-4958823084.8887,5819885479.72178
151,"2020-08-17",0,0,0,0,0.000155781213192429,-0.000101843102716103,0.000413405529100961,157078097.819053,-1783448649.30161,2097604844.93972,314156195.638187,-3566897298.60421,4195209689.88058
152,"2020-08-18",0,0,0,0,0.000164306265397248,-0.000104209346733233,0.00043282187752773,114619005.370645,-1282572609.51118,1511810620.25247,229238010.741348,-2565145219.02304,3023621240.50573
153,"2020-08-19",0,0,0,0,0.000173298407294264,-0.000106536322202125,0.000453133136790654,83636844.1849203,-922167892.283051,1089441580.65289,167273688.369883,-1844335784.5666,2178883161.30637
154,"2020-08-20",0,0,0,0,0.000182783281970183,-0.000108813105683938,0.000474379669624304,61029335.2537169,-662890691.450125,784949361.957559,122058670.507464,-1325781382.90061,1569898723.91553
155,"2020-08-21",0,0,0,0,0.000192787944224213,-0.00011102771923299,0.000496603607681417,44532763.0162079,-476403350.059449,565468876.091865,89065526.0324382,-952806700.119153,1130937752.18403
156,"2020-08-22",0,0,0,0,0.000203340938561363,-0.000113167046112815,0.00051984892323554,32495306.947276,-342298972.501936,407289586.396488,64990613.894568,-684597945.004053,814579172.793189
157,"2020-08-23",0,0,0,0,0.000214472381513045,-0.000115216740228571,0.000544161503254662,23711642.8911761,-245884460.222224,293307746.004576,47423285.7823633,-491768920.44457,586615492.009297
158,"2020-08-24",0,0,0,0,0.000226214048526306,-0.000117161128880015,0.000569589225932628,17302252.5840701,-176582601.173448,211187106.341588,34604505.1681481,-353165202.346983,422374212.683279
159,"2020-08-25",0,0,0,0,0.000238599465676455,-0.000118983108433456,0.000596182039786366,12625356.4907711,-126780528.378188,152031241.35973,25250712.9815481,-253561056.756439,304062482.719535
160,"2020-08-26",0,0,0,0,0.000251664006472229,-0.000120664032510267,0.000623992045454724,9212651.6905559,-90999986.9737219,109425290.354834,18425303.3811159,-181999973.947487,218850580.709719
161,"2020-08-27",0,0,0,0,0.000265444994037686,-0.000122183592295084,0.000653073580370457,6722420.17352477,-65299573.977229,78744414.3242786,13444840.3470526,-130599147.95449,157488828.648595
162,"2020-08-28",0,0,0,0,0.000279981808971,-0.000123519688580515,0.000683483306522514,4905312.22793752,-46844168.2532177,56654792.7090927,9810624.45587718,-93688336.5064575,113309585.418212
163,"2020-08-29",0,0,0,0,0.000295316003197132,-0.000124648295189005,0.000715280301583268,3579378.77021108,-33594841.2067929,40753598.747215,7158757.54042375,-67189682.4136019,81507197.4944494
164,"2020-08-30",0,0,0,0,0.000311491420149244,-0.000125543313449064,0.000748526153747552,2611852.57641076,-24085574.6212995,29309279.774121,5223705.15282264,-48171149.2426101,58618559.5482554
165,"2020-08-31",0,0,0,0,0.000328554321632438,-0.000126176417455223,0.000783285060720099,1905854.14923865,-17262513.4361682,21074221.7346455,3811708.29847812,-34525026.8723444,42148443.4693006
166,"2020-09-01",0,0,0,0,0.00034655352174335,-0.000126516889912536,0.000819623933399237,1390691.06387379,-12368260.5123512,15149642.6400987,2781382.12774816,-24736521.0247079,30299285.2802042
167,"2020-09-02",0,0,0,0,0.000365540528240086,-0.00012653144846145,0.000857612504941623,1014779.4551388,-8858608.19631755,10888167.1065951,2029558.91027802,-17717216.3926391,21776334.2131951
168,"2020-09-03",0,0,0,0,0.000385569691779185,-0.000126184062502528,0.000897323446060899,740478.866458906,-6342625.00201709,7823582.7349349,1480957.73291811,-12685250.0040369,15647165.4698732
169,"2020-09-04",0,0,0,0,0.000406698362756021,-0.000125435776407019,0.000938832501919061,540323.268169902,-4539555.39010046,5620201.92644026,1080646.53634002,-9079110.78020285,11240403.8528829
170,"2020-09-05",0,0,0,0,0.000428987049541094,-0.000124244690326562,0.000982218789408751,394270.852754994,-3247820.8690167,4036362.57452669,788541.705510141,-6495641.73803478,8072725.14905506
171,"2020-09-06",0,0,0,0,0.000452499594903209,-0.000122565730270202,0.00102756492007662,287697.225882319,-2322729.43030217,2898123.88206681,575394.451764747,-4645458.86060531,5796247.7641348
172,"2020-09-07",0,0,0,0,0.000477303365569104,-0.000120350314043749,0.00107495704518196,209931.049181098,-1660450.43307273,2080312.53143493,419862.098362276,-3320900.86614615,4160625.0628707
173,"2020-09-08",0,0,0,0,0.000503469447503905,-0.00011754609831287,0.00112448499332068,153185.507003477,-1186496.42829949,1492867.44230645,306371.014007011,-2372992.85659946,2985734.88461349
174,"2020-09-09",0,0,0,0,0.000531072851962911,-0.000114096709520719,0.00117624241344654,111778.603724642,-847446.297587323,1071003.50503661,223557.207449323,-1694892.59517498,2142007.01007362
175,"2020-09-10",0,0,0,0,0.000560192733004403,-0.000109941455577419,0.00123032692158623,81564.2190637974,-604998.99231727,768127.430444864,163128.438127624,-1209997.98463478,1536254.86089003
176,"2020-09-11",0,0,0,0,0.000590912617103777,-0.000105015017018529,0.00128684025122608,59516.9523487308,-431702.674271586,550736.578969047,119033.904697482,-863405.348543334,1101473.1579383
177,"2020-09-12",0,0,0,0,0.000623320645545266,-9.92471162820173e-05,0.00134588840737255,43429.1857083853,-307887.981138577,394746.352555348,86858.3714167857,-615775.962277271,789492.705110842
178,"2020-09-13",0,0,0,0,0.000657509830305521,-9.25621637163338e-05,0.00140758182432738,31690.0327866609,-219466.504308883,282846.569882205,63380.0655733324,-438933.008617847,565693.139764511
179,"2020-09-14",0,0,0,0,0.000693578324183382,-8.48788789098051e-05,0.00147203552727657,23124.0388609393,-156350.80679834,202598.884520219,46248.0777218861,-312701.613596737,405197.769040509
180,"2020-09-15",0,0,0,0,0.000731629705972591,-7.61098859288953e-05,0.00153936929787408,16873.4812249012,-111320.824202521,145067.786652324,33746.9624498079,-222641.648405082,290135.573304698
181,"2020-09-16",0,0,0,0,0.000771773281519023,-6.61612810761777e-05,0.00160970784411422,12312.484439214,-79210.770577696,103835.739456124,24624.9688784318,-158421.541155419,207671.478912283
182,"2020-09-17",0,0,0,0,0.000814124401551213,-5.49321718357993e-05,0.00168318097493822,8984.35071253497,-56326.1072313817,74294.8086564516,17968.7014250727,-112652.214462783,148589.617312928
183,"2020-09-18",0,0,0,0,0.000858804797223043,-4.23141857745657e-05,0.00175992378022065,6555.8302326659,-40025.6086455384,53137.2691108702,13111.6604653337,-80051.2172910899,106274.538221757
184,"2020-09-19",0,0,0,0,0.000905942934360281,-2.81909483222763e-05,0.00184007681704284,4783.75248414691,-28421.8714106428,37989.3763789366,9567.50496829519,-56843.7428212947,75978.7527578851
185,"2020-09-20",0,0,0,0,0.000955674387458299,-1.24375285801526e-05,0.00192378630349675,3490.67730820053,-20166.7709497906,27148.1255661917,6981.35461640202,-40333.5418995875,54296.2511323915
186,"2020-09-21",0,0,0,0,0.00100814223453749,5.08014738057712e-06,0.00201120432169441,2547.12761798731,-14297.8246522132,19392.0798881878,5094.2552359753,-28595.6493044307,38784.1597763813
187,"2020-09-22",0,0,0,0,0.00106349747402502,2.45059158448439e-05,0.00210248903220519,1858.62471076087,-10128.2103558614,13845.4597773831,3717.24942152223,-20256.4207117258,27690.9195547703
188,"2020-09-23",0,0,0,0,0.00112189946489736,4.59940269590528e-05,0.00219780490283568,1356.22800799458,-7168.06510187535,9880.52111786451,2712.45601598952,-14336.1302037528,19761.0422357319
189,"2020-09-24",0,0,0,0,0.00118351639138792,6.97098272385835e-05,0.00229732295553726,989.631956908596,-5068.18950640519,7047.45342022238,1979.26391381744,-10136.3790128118,14094.9068404467
190,"2020-09-25",0,0,0,0,0.00124852572238307,9.58303861719697e-05,0.00240122105859417,722.128878301894,-3579.79533654274,5024.05309314653,1444.25775660397,-7159.59067308651,10048.1061862945
191,"2020-09-26",0,0,0,0,0.001317114466888,0.000124544499059178,0.00250968443471682,526.933384918688,-2525.73640022521,3579.60317006258,1053.8667698375,-5051.47280045111,7159.20634012611
192,"2020-09-27",0,0,0,0,0.00138947978808814,0.000156053596105982,0.0026229059800703,384.50033018315,-1779.95578929104,2548.95644965734,769.000660366388,-3559.91157858255,5097.91289931533
193,"2020-09-28",0,0,0,0,0.0014658296914136,0.000190572896112174,0.00274108648671503,280.567730461347,-1252.80964097194,1813.94510189464,561.135460922756,-2505.61928194422,3627.89020378973
194,"2020-09-29",0,0,0,0,0.00154638361989243,0.000228332300751727,0.00286443493903313,204.728696432418,-880.592195286725,1290.04958815156,409.457392864881,-1761.18439057368,2580.09917630344
195,"2020-09-30",0,0,0,0,0.00163137308079308,0.000269577343547295,0.00299316881803886,149.389379434324,-618.063201461882,916.84196033053,298.77875886868,-1236.12640292392,1833.68392066128
196,"2020-10-01",0,0,0,0,0.00172104230640454,0.000314570199882797,0.00312751441292628,109.008590767535,-433.119922514085,651.137104049156,218.017181535093,-866.239845028276,1302.27420809846
197,"2020-10-02",0,0,0,0,0.00181564895079938,0.00036359076152427,0.00326770714007449,79.5429561734546,-303.000329931198,462.086242278107,159.085912346925,-606.000659862468,924.172484556317
198,"2020-10-03",0,0,0,0,0.00191546482452332,0.000416937779070895,0.00341399186997574,58.0420481749446,-211.57900038801,327.663096737899,116.0840963499,-423.158000776068,655.326193475868
199,"2020-10-04",0,0,0,0,0.00202077666925922,0.000474930075613317,0.00356662326290513,42.3529564201295,-147.442401443124,232.148314283383,84.7059128402666,-294.884802886281,464.296628566814
200,"2020-10-05",0,0,0,0,0.00213188697462263,0.000537907834602865,0.0037258661146424,30.9047143222577,-102.519795334469,164.329223978984,61.8094286445209,-205.039590668959,328.658447958001
201,"2020-10-06",0,0,0,0,0.00224911483936087,0.000606233964490769,0.00389199571423096,22.5509963900991,-71.1100169102175,116.212009690416,45.1019927802019,-142.22003382045,232.424019380854
202,"2020-10-07",0,0,0,0,0.00237279687934959,0.000680295542027587,0.0040652982166716,16.455335353804,-49.1901448223674,82.1008155299755,32.9106707076107,-98.3802896447449,164.201631059966
203,"2020-10-08",0,0,0,0,0.00250328818490766,0.000760505335150434,0.00424607103466488,12.007365746599,-33.9247798691094,57.9395113623073,24.0147314931998,-67.8495597382254,115.879022724625
204,"2020-10-09",0,0,0,0,0.00264096333008567,0.00084730340504115,0.00443462325513019,8.7617073169687,-23.3179920011538,40.8414066350912,17.5234146339387,-46.635984002312,81.6828132701894
205,"2020-10-10",0,0,0,0,0.00278621743672538,0.000941158785098078,0.00463127608835269,6.39336859793472,-15.9666623236623,28.7533995195317,12.7867371958703,-31.9333246473274,57.5067990390681
206,"2020-10-11",0,0,0,0,0.00293946729623501,0.00104257123208094,0.00483636336038908,4.6652051421411,-10.8858353359866,20.2162456202688,9.33041028428282,-21.7716706719751,40.4324912405407
207,"2020-10-12",0,0,0,0,0.00310115255218321,0.00115207304137383,0.0050502320629926,3.40417397884589,-7.3851739478688,14.1935219055606,6.80834795769221,-14.7703478957389,28.3870438111233
208,"2020-10-13",0,0,0,0,0.00327173694697833,0.00127023091392025,0.00527324298003642,2.48400662461179,-4.98165118556554,9.94966443478911,4.96801324922387,-9.96330237113191,19.8993288695797
209,"2020-10-14",0,0,0,0,0.00345170963607348,0.00139764785660116,0.00550577141554579,1.81256567656602,-3.33791544662445,6.96304679975648,3.62513135313224,-6.67583089324945,13.9260935995139
210,"2020-10-15",0,0,0,0,0.00364158657332043,0.00153496509023957,0.00574820805640129,1.32261898954423,-2.21882907866237,4.86406705775084,2.64523797908861,-4.43765815732509,9.72813411550231
211,"2020-10-16",0,0,0,0,0.00384191166479746,0.00168286353408015,0.00600095979551477,0.965107644991476,-1.46085892379143,3.39107421377438,1.93021528998305,-2.92171784758308,6.78214842754917
212,"2020-10-17",0,0,0,0,0.00405325639752548,0.00184206293062266,0.00626444986442831,0.704233625695907,-0.950546421571171,2.35901367296298,1.40846725139188,-1.90109284314248,4.71802734592624
213,"2020-10-18",0,0,0,0,0.00427622220416227,0.00201332406689571,0.00653912034142884,0.513875319643938,-0.609385239649667,1.63713587893754,1.02775063928792,-1.21877047929942,3.27427175787526
214,"2020-10-19",0,0,0,0,0.00451144281657913,0.00219745130996705,0.00682543432319121,0.374971933324277,-0.383215533028696,1.13315939967725,0.749943866648584,-0.766431066057445,2.26631879935461
215,"2020-10-20",0,0,0,0,0.00475958595911846,0.00239529423625586,0.00712387768198106,0.273614912812645,-0.234798008297053,0.782027833922343,0.547229825625309,-0.469596016594139,1.56405566784476
216,"2020-10-21",0,0,0,0,0.00502135512474584,0.00260774914161142,0.00743496110788026,0.199655264461427,-0.138623664114044,0.537934193036899,0.399310528922868,-0.277247328228107,1.07586838607384
217,"2020-10-22",0,0,0,0,0.00529749144048282,0.00283576037679754,0.0077592225041681,0.145687324632257,-0.0772931544894904,0.368667803754004,0.291374649264522,-0.154586308978992,0.737335607508036
218,"2020-10-23",0,0,0,0,0.00558877562635983,0.00308032143284783,0.00809722981987182,0.106307222179985,-0.0389964499769181,0.251610894336888,0.212614444359976,-0.0779928999538426,0.503221788673794
219,"2020-10-24",0,0,0,0,0.00589603005231347,0.00334247567835155,0.00844958442627538,0.0775717826938698,-0.0157625144979403,0.17090607988568,0.155143565387743,-0.0315250289958842,0.34181215977137
220,"2020-10-25",0,0,0,0,0.0062201208976433,0.00362331662177539,0.00881692517351121,0.0566036939627408,-0.00224688740918527,0.115454275334667,0.113207387925484,-0.00449377481837243,0.23090855066934
221,"2020-10-26",0,0,0,0,0.00656196041784317,0.00392398753450057,0.00919993330118577,0.0413033974334692,0.00510569210485692,0.0775011027620815,0.0826067948669397,0.0102113842097129,0.155002205524167
222,"2020-10-27",0,0,0,0,0.00692250932382582,0.00424568022189672,0.00959933842575491,0.0301388570270708,0.00863766022143429,0.0516400538327073,0.0602777140541423,0.0172753204428681,0.103280107665416
223,"2020-10-28",0,0,0,0,0.00730277927877519,0.00458963266737399,0.0100159258901764,0.0219921546250855,0.00987353218603559,0.0341107770641354,0.0439843092501713,0.019747064372071,0.0682215541282716
224,"2020-10-29",0,0,0,0,0.00770383551807954,0.00495712519413635,0.0104505458420227,0.016047551657956,0.00978779471217943,0.0223073086037326,0.0320951033159121,0.0195755894243588,0.0446146172074655
225,"2020-10-30",0,0,0,0,0.00812679959802937,0.0053494746867732,0.0109041245092855,0.0117098082750391,0.00897668721168851,0.0144429293383898,0.0234196165500783,0.017953374423377,0.0288858586767796
226,"2020-10-31",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0085728522791992,0.00576802628480286,0.0113776782735955,0.00854486632038363,0.00766485491706675,0.00942487772370051,0.0170897326407672,0.0153297098341334,0.0188497554474009
227,"2020-11-01",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.00904323655067852,0.00621414179780828,0.0118723313035488,0.00658142215866237,0.00601122171600972,0.00715162260131502,0.0131628443173246,0.0120224434320193,0.01430324520263
228,"2020-11-02",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.00953926080156994,0.00668918389327724,0.0123893377098626,0.00566478832067442,0.00508930687991255,0.0062402697614363,0.0113295766413487,0.0101786137598249,0.0124805395228725
229,"2020-11-03",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0100623021464346,0.00719449487429539,0.0129301094185738,0.0054672329982132,0.004951240481385,0.0059832255150414,0.0109344659964263,0.00990248096276989,0.0119664510300827
230,"2020-11-04",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0106138099116361,0.00773136860503736,0.0134962512182349,0.00562030594627644,0.00506170907921418,0.00617890281333869,0.0112406118925528,0.0101234181584283,0.0123578056266773
231,"2020-11-05",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0111953092898124,0.00830101388695476,0.01408960469267,0.00575139510427129,0.00520941700499214,0.00629337320355044,0.0115027902085425,0.0104188340099842,0.0125867464071008
232,"2020-11-06",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0118084078834347,0.00890450822136262,0.0147123075455068,0.00576391156510143,0.00521166791589184,0.00631615521431103,0.0115278231302028,0.0104233358317836,0.012632310428622
233,"2020-11-07",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0124548123131996,0.00954274067661076,0.0153668839497883,0.00574256347051493,0.00519406017196382,0.00629106676906604,0.0114851269410298,0.0103881203439276,0.012582133538132
234,"2020-11-08",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0131363259835989,0.0102163341752802,0.0160563177919176,0.00573585419871576,0.00519762688467049,0.00627408151276104,0.0114717083974314,0.0103952537693409,0.012548163025522
235,"2020-11-09",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.013854850131108,0.0109255590889364,0.0167841411732795,0.00575245022837802,0.00519182465464477,0.00631307580211128,0.0115049004567559,0.0103836493092894,0.0126261516042225
236,"2020-11-10",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.014612389166219,0.0116702394734322,0.0175545388590059,0.00576437242622157,0.00523205146804875,0.00629669338439439,0.011528744852443,0.0104641029360974,0.0125933867687887
237,"2020-11-11",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0154110563127344,0.0124496578143418,0.0183724548111271,0.0056908597584932,0.00512252709479113,0.00625919242219527,0.0113817195169863,0.0102450541895821,0.0125183848443904
238,"2020-11-12",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0162530795589615,0.0132624724096631,0.0192436867082599,0.00554626965690708,0.00503331759924599,0.00605922171456817,0.0110925393138141,0.0100666351984919,0.0121184434291363
239,"2020-11-13",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0171408079383359,0.0141066690780499,0.0201749467986219,0.00556960725623835,0.00501229711438196,0.00612691739809474,0.0111392145124766,0.0100245942287638,0.0122538347961894
240,"2020-11-14",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0180767181580024,0.0149795748118753,0.0211738615041296,0.0059772273930345,0.00546349046884376,0.00649096431722524,0.0119544547860689,0.0109269809376874,0.0129819286344504
241,"2020-11-15",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.0190634215949431,0.0158779602210354,0.0222488829688507,0.0067661923617188,0.00619139298469125,0.00734099173874635,0.0135323847234374,0.0123827859693824,0.0146819834774925
242,"2020-11-16",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0201036716803679,0.0167982442114932,0.0234090991492427,0.00784995785598189,0.00728821157995113,0.00841170413201266,0.0156999157119636,0.0145764231599021,0.0168234082640252
243,"2020-11-17",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0212003716942758,0.0177367861975467,0.0246639571910049,0.00887098865781703,0.00826582340505824,0.00947615391057582,0.0177419773156339,0.0165316468101163,0.0189523078211514
244,"2020-11-18",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.022356582993348,0.0186902159220516,0.0260229500646443,0.00925095607390725,0.00866590914346115,0.00983600300435335,0.0185019121478143,0.0173318182869221,0.0196720060087065
245,"2020-11-19",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0235755336966764,0.0196557266996164,0.0274953406937364,0.00905997616448387,0.00847460815060528,0.00964534417836246,0.0181199523289676,0.0169492163012104,0.0192906883567248
246,"2020-11-20",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0248606278552395,0.0206312623946772,0.0290899933158019,0.0088760085598246,0.00829547122261631,0.00945654589703288,0.017752017119649,0.0165909424452324,0.0189130917940656
247,"2020-11-21",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0262154551325308,0.0216155633489891,0.0308153469160725,0.00890213026517558,0.00833802814212973,0.00946623238822143,0.017804260530351,0.0166760562842593,0.0189324647764427
248,"2020-11-22",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0276438010253376,0.0226080830041645,0.0326795190465107,0.00896782902451249,0.00836511492218186,0.00957054312684311,0.0179356580490248,0.0167302298443636,0.0191410862536861
249,"2020-11-23",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0291496576553363,0.0236088203971691,0.0346904949135035,0.00897189551352277,0.00841360808479336,0.00953018294225217,0.0179437910270454,0.0168272161695866,0.0190603658845042
250,"2020-11-24",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.030737235163954,0.0246181219190226,0.0368563484088854,0.00895351190392345,0.00832584814583789,0.00958117566200901,0.0179070238078468,0.0166516962916757,0.0191623513240179
251,"2020-11-25",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.0324109737448247,0.025636493751215,0.0391854537384344,0.00894935067604846,0.00834872956747216,0.00954997178462475,0.0178987013520968,0.0166974591349442,0.0190999435692494
