"","data.country","data.gid_0","data.gid_1","data.iso_code","data.region","data.sample_size","data.smoothed_ili","data.smoothed_ili_se","data.survey_date","status"
"495","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1448,0.00546,0.002455,"20200627","success"
"496","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1429,0.005052,0.002355,"20200628","success"
"497","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1430,0.00462,0.002242,"20200629","success"
"498","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1369,0.004881,0.002369,"20200630","success"
"499","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1391,0.003417,0.001966,"20200701","success"
"500","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1319,0.004417,0.002269,"20200702","success"
"501","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1266,0.002816,0.001845,"20200703","success"
"502","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1209,0.002916,0.00191,"20200704","success"
"503","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1197,0.002952,0.001934,"20200705","success"
"504","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1165,0.003121,0.002044,"20200706","success"
"505","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1153,0.00438,0.002426,"20200707","success"
"506","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1099,0.003437,0.002195,"20200708","success"
"507","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1116,0.002278,0.001755,"20200709","success"
"508","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1191,0.002519,0.00181,"20200710","success"
"509","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1219,0.002465,0.001771,"20200711","success"
"510","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1202,0.00251,0.001803,"20200712","success"
"511","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1206,0.002453,0.001762,"20200713","success"
"512","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1240,0.001253,0.001249,"20200714","success"
"513","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1260,0.000676,0.000916,"20200715","success"
"514","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1276,0.000688,0.000932,"20200716","success"
"515","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1284,0.000355,0.000659,"20200717","success"
"516","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1277,0.00035,0.000649,"20200718","success"
"517","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1294,0.000347,0.000643,"20200719","success"
"518","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1307,0.000886,0.001021,"20200720","success"
"519","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1343,0.001149,0.001136,"20200721","success"
"520","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1356,0.00082,0.000959,"20200722","success"
"521","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1404,0.001509,0.001287,"20200723","success"
"522","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1424,0.001543,0.001317,"20200724","success"
"523","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1495,0.002596,0.001683,"20200725","success"
"524","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1541,0.002598,0.001685,"20200726","success"
"525","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1547,0.002071,0.001496,"20200727","success"
"526","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1504,0.001896,0.001478,"20200728","success"
"527","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1529,0.001843,0.001436,"20200729","success"
"528","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1511,0.00114,0.001138,"20200730","success"
"529","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1471,0.001124,0.001122,"20200731","success"
"530","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1400,0,0,"20200801","success"
"531","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1365,0,0,"20200802","success"
"532","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1342,0,0,"20200803","success"
"533","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1345,0.001538,0.001367,"20200804","success"
"534","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1307,0.001962,0.001571,"20200805","success"
"535","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1273,0.00194,0.001553,"20200806","success"
"536","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1267,0.002396,0.001741,"20200807","success"
"537","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1293,0.00242,0.001759,"20200808","success"
"538","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1270,0.002447,0.001778,"20200809","success"
"539","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1282,0.002668,0.001809,"20200810","success"
"540","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1261,0.001146,0.001201,"20200811","success"
"541","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1266,0.000764,0.000975,"20200812","success"
"542","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1261,0.001045,0.001144,"20200813","success"
"543","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1284,0.000636,0.000898,"20200814","success"
"544","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1256,0.000626,0.000883,"20200815","success"
"545","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1321,0.002325,0.001666,"20200816","success"
"546","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1335,0.001938,0.001501,"20200817","success"
"547","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1374,0.001919,0.001486,"20200818","success"
"548","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1398,0.002879,0.001808,"20200819","success"
"549","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1422,0.002611,0.001717,"20200820","success"
"550","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1438,0.003222,0.001876,"20200821","success"
"551","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1500,0.003105,0.001807,"20200822","success"
"552","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1520,0.003578,0.001913,"20200823","success"
"553","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1568,0.005372,0.002335,"20200824","success"
"554","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1599,0.006195,0.002462,"20200825","success"
"555","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1627,0.007423,0.002647,"20200826","success"
"556","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1708,0.007553,0.002586,"20200827","success"
"557","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1712,0.007686,0.002594,"20200828","success"
"558","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1683,0.007733,0.00261,"20200829","success"
"559","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1632,0.006136,0.002356,"20200830","success"
"560","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1548,0.004574,0.002047,"20200831","success"
"561","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1482,0.003743,0.001883,"20200901","success"
"562","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1424,0.001544,0.001239,"20200902","success"
"563","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1308,0.001719,0.001367,"20200903","success"
"564","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1256,0.000783,0.00094,"20200904","success"
"565","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1235,0.002851,0.00181,"20200905","success"
"566","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1210,0.00286,0.001816,"20200906","success"
"567","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1197,0.004379,0.002292,"20200907","success"
"568","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1210,0.006468,0.002759,"20200908","success"
"569","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1199,0.008085,0.003122,"20200909","success"
"570","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1208,0.008153,0.003091,"20200910","success"
"571","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1198,0.009446,0.00334,"20200911","success"
"572","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1182,0.007952,0.003077,"20200912","success"
"573","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1185,0.008961,0.003292,"20200913","success"
"574","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1214,0.00777,0.003025,"20200914","success"
"575","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1193,0.006979,0.002875,"20200915","success"
"576","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1193,0.008501,0.003127,"20200916","success"
"577","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1206,0.007403,0.002916,"20200917","success"
"578","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1220,0.006848,0.002783,"20200918","success"
"579","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1233,0.006428,0.00272,"20200919","success"
"580","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1227,0.008673,0.003173,"20200920","success"
"581","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1207,0.009897,0.003408,"20200921","success"
"582","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1229,0.012673,0.003843,"20200922","success"
"583","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1251,0.010665,0.003519,"20200923","success"
"584","Spain","ESP","ESP.4_1","ESP","Castilla-La Mancha",1260,0.010706,0.003532,"20200924","success"
"585","Spain","ESP","ESP.5_1","ESP","Castilla y León",153,0.005535,0.007918,"20200501","success"
"586","Spain","ESP","ESP.5_1","ESP","Castilla y León",273,0.003112,0.004452,"20200502","success"
"587","Spain","ESP","ESP.5_1","ESP","Castilla y León",606,0.00375,0.003511,"20200503","success"
"588","Spain","ESP","ESP.5_1","ESP","Castilla y León",939,0.002435,0.00228,"20200504","success"
"589","Spain","ESP","ESP.5_1","ESP","Castilla y León",1296,0.001646,0.001541,"20200505","success"
"590","Spain","ESP","ESP.5_1","ESP","Castilla y León",351,0.003615,0.004179,"20200506","success"
"591","Spain","ESP","ESP.5_1","ESP","Castilla y León",676,0.014977,0.00593,"20200507","success"
"592","Spain","ESP","ESP.5_1","ESP","Castilla y León",1046,0.012604,0.004511,"20200508","success"
"593","Spain","ESP","ESP.5_1","ESP","Castilla y León",1380,0.01174,0.003781,"20200509","success"
"594","Spain","ESP","ESP.5_1","ESP","Castilla y León",1755,0.011274,0.003321,"20200510","success"
"595","Spain","ESP","ESP.5_1","ESP","Castilla y León",2126,0.010138,0.002872,"20200511","success"
"596","Spain","ESP","ESP.5_1","ESP","Castilla y León",2426,0.008882,0.002516,"20200512","success"
"597","Spain","ESP","ESP.5_1","ESP","Castilla y León",2422,0.009075,0.002511,"20200513","success"
"598","Spain","ESP","ESP.5_1","ESP","Castilla y León",2486,0.006503,0.002142,"20200514","success"
"599","Spain","ESP","ESP.5_1","ESP","Castilla y León",2494,0.006509,0.00212,"20200515","success"
"600","Spain","ESP","ESP.5_1","ESP","Castilla y León",2530,0.006549,0.002112,"20200516","success"
"601","Spain","ESP","ESP.5_1","ESP","Castilla y León",2549,0.00546,0.00189,"20200517","success"
"602","Spain","ESP","ESP.5_1","ESP","Castilla y León",2515,0.005303,0.001856,"20200518","success"
"603","Spain","ESP","ESP.5_1","ESP","Castilla y León",2624,0.005551,0.00184,"20200519","success"
"604","Spain","ESP","ESP.5_1","ESP","Castilla y León",2675,0.005356,0.001797,"20200520","success"
"605","Spain","ESP","ESP.5_1","ESP","Castilla y León",2554,0.004666,0.0017,"20200521","success"
"606","Spain","ESP","ESP.5_1","ESP","Castilla y León",2500,0.00491,0.001761,"20200522","success"
"607","Spain","ESP","ESP.5_1","ESP","Castilla y León",2522,0.003857,0.00156,"20200523","success"
"608","Spain","ESP","ESP.5_1","ESP","Castilla y León",2535,0.003847,0.001568,"20200524","success"
"609","Spain","ESP","ESP.5_1","ESP","Castilla y León",2552,0.003352,0.001461,"20200525","success"
"610","Spain","ESP","ESP.5_1","ESP","Castilla y León",2491,0.003026,0.001421,"20200526","success"
"611","Spain","ESP","ESP.5_1","ESP","Castilla y León",2437,0.003065,0.001432,"20200527","success"
"612","Spain","ESP","ESP.5_1","ESP","Castilla y León",2494,0.002439,0.001256,"20200528","success"
"613","Spain","ESP","ESP.5_1","ESP","Castilla y León",2488,0.001465,0.000967,"20200529","success"
"614","Spain","ESP","ESP.5_1","ESP","Castilla y León",2398,0.001698,0.001056,"20200530","success"
"615","Spain","ESP","ESP.5_1","ESP","Castilla y León",2364,0.001947,0.001155,"20200531","success"
"616","Spain","ESP","ESP.5_1","ESP","Castilla y León",2272,0.002271,0.001282,"20200601","success"
"617","Spain","ESP","ESP.5_1","ESP","Castilla y León",2216,0.003497,0.001599,"20200602","success"
"618","Spain","ESP","ESP.5_1","ESP","Castilla y León",2141,0.003728,0.001734,"20200603","success"
"619","Spain","ESP","ESP.5_1","ESP","Castilla y León",2121,0.004175,0.001857,"20200604","success"
"620","Spain","ESP","ESP.5_1","ESP","Castilla y León",2053,0.004509,0.001975,"20200605","success"
"621","Spain","ESP","ESP.5_1","ESP","Castilla y León",2054,0.0042,0.001893,"20200606","success"
"622","Spain","ESP","ESP.5_1","ESP","Castilla y León",1988,0.003679,0.00174,"20200607","success"
"623","Spain","ESP","ESP.5_1","ESP","Castilla y León",1983,0.003305,0.001618,"20200608","success"
"624","Spain","ESP","ESP.5_1","ESP","Castilla y León",1966,0.001863,0.001223,"20200609","success"
"625","Spain","ESP","ESP.5_1","ESP","Castilla y León",1960,0.001047,0.000919,"20200610","success"
"626","Spain","ESP","ESP.5_1","ESP","Castilla y León",1905,0.002034,0.00129,"20200611","success"
"627","Spain","ESP","ESP.5_1","ESP","Castilla y León",1938,0.003188,0.001602,"20200612","success"
"628","Spain","ESP","ESP.5_1","ESP","Castilla y León",1884,0.004885,0.002003,"20200613","success"
"629","Spain","ESP","ESP.5_1","ESP","Castilla y León",1822,0.005888,0.002285,"20200614","success"
"630","Spain","ESP","ESP.5_1","ESP","Castilla y León",1786,0.007302,0.002614,"20200615","success"
"631","Spain","ESP","ESP.5_1","ESP","Castilla y León",1740,0.007713,0.002709,"20200616","success"
"632","Spain","ESP","ESP.5_1","ESP","Castilla y León",1728,0.01007,0.003095,"20200617","success"
"633","Spain","ESP","ESP.5_1","ESP","Castilla y León",1705,0.008604,0.002873,"20200618","success"
"634","Spain","ESP","ESP.5_1","ESP","Castilla y León",1637,0.008671,0.002935,"20200619","success"
"635","Spain","ESP","ESP.5_1","ESP","Castilla y León",1635,0.006784,0.002613,"20200620","success"
"636","Spain","ESP","ESP.5_1","ESP","Castilla y León",1645,0.005614,0.002347,"20200621","success"
"637","Spain","ESP","ESP.5_1","ESP","Castilla y León",1661,0.005146,0.002242,"20200622","success"
"638","Spain","ESP","ESP.5_1","ESP","Castilla y León",1683,0.006068,0.002457,"20200623","success"
"639","Spain","ESP","ESP.5_1","ESP","Castilla y León",1697,0.004153,0.00198,"20200624","success"
"640","Spain","ESP","ESP.5_1","ESP","Castilla y León",1737,0.004062,0.001937,"20200625","success"
"641","Spain","ESP","ESP.5_1","ESP","Castilla y León",1734,0.002426,0.001498,"20200626","success"
"642","Spain","ESP","ESP.5_1","ESP","Castilla y León",1688,0.002467,0.001524,"20200627","success"
"643","Spain","ESP","ESP.5_1","ESP","Castilla y León",1671,0.002459,0.001519,"20200628","success"
"644","Spain","ESP","ESP.5_1","ESP","Castilla y León",1678,0.002031,0.001406,"20200629","success"
"645","Spain","ESP","ESP.5_1","ESP","Castilla y León",1639,0.000962,0.000987,"20200630","success"
"646","Spain","ESP","ESP.5_1","ESP","Castilla y León",1629,0.000179,0.000433,"20200701","success"
"647","Spain","ESP","ESP.5_1","ESP","Castilla y León",1551,0.000184,0.000446,"20200702","success"
"648","Spain","ESP","ESP.5_1","ESP","Castilla y León",1493,0.000194,0.000471,"20200703","success"
"649","Spain","ESP","ESP.5_1","ESP","Castilla y León",1470,0.000204,0.000493,"20200704","success"
"650","Spain","ESP","ESP.5_1","ESP","Castilla y León",1442,0.000668,0.000915,"20200705","success"
"651","Spain","ESP","ESP.5_1","ESP","Castilla y León",1419,0.000852,0.001012,"20200706","success"
"652","Spain","ESP","ESP.5_1","ESP","Castilla y León",1444,0.000849,0.001008,"20200707","success"
"653","Spain","ESP","ESP.5_1","ESP","Castilla y León",1406,0.000876,0.00104,"20200708","success"
"654","Spain","ESP","ESP.5_1","ESP","Castilla y León",1409,0.005586,0.002649,"20200709","success"
"655","Spain","ESP","ESP.5_1","ESP","Castilla y León",1485,0.005337,0.002531,"20200710","success"
"656","Spain","ESP","ESP.5_1","ESP","Castilla y León",1522,0.006637,0.0028,"20200711","success"
"657","Spain","ESP","ESP.5_1","ESP","Castilla y León",1559,0.007601,0.002901,"20200712","success"
"658","Spain","ESP","ESP.5_1","ESP","Castilla y León",1563,0.007205,0.002822,"20200713","success"
"659","Spain","ESP","ESP.5_1","ESP","Castilla y León",1562,0.00746,0.002853,"20200714","success"
"660","Spain","ESP","ESP.5_1","ESP","Castilla y León",1576,0.008215,0.002982,"20200715","success"
"661","Spain","ESP","ESP.5_1","ESP","Castilla y León",1621,0.003977,0.002025,"20200716","success"
"662","Spain","ESP","ESP.5_1","ESP","Castilla y León",1601,0.004033,0.002054,"20200717","success"
"663","Spain","ESP","ESP.5_1","ESP","Castilla y León",1588,0.002776,0.001695,"20200718","success"
"664","Spain","ESP","ESP.5_1","ESP","Castilla y León",1570,0.00146,0.001248,"20200719","success"
"665","Spain","ESP","ESP.5_1","ESP","Castilla y León",1580,0.00142,0.001214,"20200720","success"
"666","Spain","ESP","ESP.5_1","ESP","Castilla y León",1604,0.001037,0.001013,"20200721","success"
"667","Spain","ESP","ESP.5_1","ESP","Castilla y León",1620,0.000292,0.000539,"20200722","success"
"668","Spain","ESP","ESP.5_1","ESP","Castilla y León",1622,0.000298,0.000549,"20200723","success"
"669","Spain","ESP","ESP.5_1","ESP","Castilla y León",1665,0.000294,0.000542,"20200724","success"
"670","Spain","ESP","ESP.5_1","ESP","Castilla y León",1722,0.000283,0.000522,"20200725","success"
"671","Spain","ESP","ESP.5_1","ESP","Castilla y León",1721,0.00032,0.000561,"20200726","success"
"672","Spain","ESP","ESP.5_1","ESP","Castilla y León",1737,0.000323,0.000566,"20200727","success"
"673","Spain","ESP","ESP.5_1","ESP","Castilla y León",1697,0.000505,0.000727,"20200728","success"
"674","Spain","ESP","ESP.5_1","ESP","Castilla y León",1694,0.000786,0.000898,"20200729","success"
"675","Spain","ESP","ESP.5_1","ESP","Castilla y León",1699,0.001377,0.001185,"20200730","success"
"676","Spain","ESP","ESP.5_1","ESP","Castilla y León",1662,0.001376,0.001184,"20200731","success"
"677","Spain","ESP","ESP.5_1","ESP","Castilla y León",1595,0.002157,0.001516,"20200801","success"
"678","Spain","ESP","ESP.5_1","ESP","Castilla y León",1606,0.001773,0.001361,"20200802","success"
"679","Spain","ESP","ESP.5_1","ESP","Castilla y León",1607,0.002093,0.001462,"20200803","success"
"680","Spain","ESP","ESP.5_1","ESP","Castilla y León",1613,0.001846,0.001341,"20200804","success"
"681","Spain","ESP","ESP.5_1","ESP","Castilla y León",1615,0.001863,0.001345,"20200805","success"
"682","Spain","ESP","ESP.5_1","ESP","Castilla y León",1582,0.001681,0.001287,"20200806","success"
"683","Spain","ESP","ESP.5_1","ESP","Castilla y León",1597,0.00231,0.001483,"20200807","success"
"684","Spain","ESP","ESP.5_1","ESP","Castilla y León",1606,0.001665,0.001258,"20200808","success"
"685","Spain","ESP","ESP.5_1","ESP","Castilla y León",1635,0.001619,0.001223,"20200809","success"
"686","Spain","ESP","ESP.5_1","ESP","Castilla y León",1672,0.001615,0.001232,"20200810","success"
"687","Spain","ESP","ESP.5_1","ESP","Castilla y León",1701,0.001635,0.001248,"20200811","success"
"688","Spain","ESP","ESP.5_1","ESP","Castilla y León",1691,0.001362,0.001147,"20200812","success"
"689","Spain","ESP","ESP.5_1","ESP","Castilla y León",1724,0.000986,0.000967,"20200813","success"
"690","Spain","ESP","ESP.5_1","ESP","Castilla y León",1704,0.001546,0.001236,"20200814","success"
"691","Spain","ESP","ESP.5_1","ESP","Castilla y León",1737,0.002126,0.001441,"20200815","success"
"692","Spain","ESP","ESP.5_1","ESP","Castilla y León",1749,0.002664,0.001642,"20200816","success"
"693","Spain","ESP","ESP.5_1","ESP","Castilla y León",1693,0.002787,0.001687,"20200817","success"
"694","Spain","ESP","ESP.5_1","ESP","Castilla y León",1686,0.006531,0.002553,"20200818","success"
"695","Spain","ESP","ESP.5_1","ESP","Castilla y León",1722,0.006614,0.002585,"20200819","success"
"696","Spain","ESP","ESP.5_1","ESP","Castilla y León",1749,0.006927,0.002608,"20200820","success"
"697","Spain","ESP","ESP.5_1","ESP","Castilla y León",1807,0.005485,0.002276,"20200821","success"
"698","Spain","ESP","ESP.5_1","ESP","Castilla y León",1819,0.005724,0.002309,"20200822","success"
"699","Spain","ESP","ESP.5_1","ESP","Castilla y León",1813,0.007698,0.002662,"20200823","success"
"700","Spain","ESP","ESP.5_1","ESP","Castilla y León",1855,0.007183,0.002548,"20200824","success"
"701","Spain","ESP","ESP.5_1","ESP","Castilla y León",1889,0.004521,0.001996,"20200825","success"
"702","Spain","ESP","ESP.5_1","ESP","Castilla y León",1870,0.004959,0.002067,"20200826","success"
"703","Spain","ESP","ESP.5_1","ESP","Castilla y León",1844,0.004614,0.002014,"20200827","success"
"704","Spain","ESP","ESP.5_1","ESP","Castilla y León",1829,0.004696,0.00205,"20200828","success"
"705","Spain","ESP","ESP.5_1","ESP","Castilla y León",1849,0.004286,0.001948,"20200829","success"
"706","Spain","ESP","ESP.5_1","ESP","Castilla y León",1823,0.002428,0.00148,"20200830","success"
"707","Spain","ESP","ESP.5_1","ESP","Castilla y León",1764,0.002785,0.001608,"20200831","success"
"708","Spain","ESP","ESP.5_1","ESP","Castilla y León",1709,0.002484,0.001554,"20200901","success"
"709","Spain","ESP","ESP.5_1","ESP","Castilla y León",1683,0.001882,0.001355,"20200902","success"
"710","Spain","ESP","ESP.5_1","ESP","Castilla y León",1651,0.003883,0.001983,"20200903","success"
"711","Spain","ESP","ESP.5_1","ESP","Castilla y León",1601,0.003905,0.001994,"20200904","success"
"712","Spain","ESP","ESP.5_1","ESP","Castilla y León",1581,0.006222,0.002524,"20200905","success"
"713","Spain","ESP","ESP.5_1","ESP","Castilla y León",1559,0.006448,0.00255,"20200906","success"
"714","Spain","ESP","ESP.5_1","ESP","Castilla y León",1553,0.006132,0.002486,"20200907","success"
"715","Spain","ESP","ESP.5_1","ESP","Castilla y León",1560,0.005389,0.002291,"20200908","success"
"716","Spain","ESP","ESP.5_1","ESP","Castilla y León",1558,0.006326,0.002489,"20200909","success"
"717","Spain","ESP","ESP.5_1","ESP","Castilla y León",1583,0.00604,0.002362,"20200910","success"
"718","Spain","ESP","ESP.5_1","ESP","Castilla y León",1574,0.006051,0.002367,"20200911","success"
"719","Spain","ESP","ESP.5_1","ESP","Castilla y León",1529,0.004345,0.002039,"20200912","success"
"720","Spain","ESP","ESP.5_1","ESP","Castilla y León",1541,0.003775,0.0019,"20200913","success"
"721","Spain","ESP","ESP.5_1","ESP","Castilla y León",1543,0.005098,0.002202,"20200914","success"
"722","Spain","ESP","ESP.5_1","ESP","Castilla y León",1519,0.005411,0.002337,"20200915","success"
"723","Spain","ESP","ESP.5_1","ESP","Castilla y León",1503,0.004648,0.002207,"20200916","success"
"724","Spain","ESP","ESP.5_1","ESP","Castilla y León",1493,0.002632,0.001683,"20200917","success"
"725","Spain","ESP","ESP.5_1","ESP","Castilla y León",1520,0.003209,0.001827,"20200918","success"
"726","Spain","ESP","ESP.5_1","ESP","Castilla y León",1547,0.003169,0.001804,"20200919","success"
"727","Spain","ESP","ESP.5_1","ESP","Castilla y León",1553,0.002927,0.001739,"20200920","success"
"728","Spain","ESP","ESP.5_1","ESP","Castilla y León",1571,0.001444,0.001212,"20200921","success"
"729","Spain","ESP","ESP.5_1","ESP","Castilla y León",1595,0.001733,0.001302,"20200922","success"
"730","Spain","ESP","ESP.5_1","ESP","Castilla y León",1611,0.002196,0.001445,"20200923","success"
"731","Spain","ESP","ESP.5_1","ESP","Castilla y León",1603,0.005159,0.002222,"20200924","success"
"732","Spain","ESP","ESP.6_1","ESP","Cataluña",167,0.001896,0.004332,"20200501","success"
"733","Spain","ESP","ESP.6_1","ESP","Cataluña",309,0.005513,0.005351,"20200502","success"
"734","Spain","ESP","ESP.6_1","ESP","Cataluña",711,0.006708,0.004025,"20200503","success"
"735","Spain","ESP","ESP.6_1","ESP","Cataluña",1183,0.005752,0.002897,"20200504","success"
"736","Spain","ESP","ESP.6_1","ESP","Cataluña",1676,0.006083,0.00252,"20200505","success"
"737","Spain","ESP","ESP.6_1","ESP","Cataluña",450,0.006693,0.005011,"20200506","success"
"738","Spain","ESP","ESP.6_1","ESP","Cataluña",920,0.010421,0.004446,"20200507","success"
"739","Spain","ESP","ESP.6_1","ESP","Cataluña",1322,0.007454,0.003112,"20200508","success"
"740","Spain","ESP","ESP.6_1","ESP","Cataluña",1790,0.006037,0.002406,"20200509","success"
"741","Spain","ESP","ESP.6_1","ESP","Cataluña",2239,0.005984,0.002095,"20200510","success"
"742","Spain","ESP","ESP.6_1","ESP","Cataluña",2696,0.006149,0.001948,"20200511","success"
"743","Spain","ESP","ESP.6_1","ESP","Cataluña",3085,0.005779,0.001765,"20200512","success"
"744","Spain","ESP","ESP.6_1","ESP","Cataluña",3015,0.005169,0.001676,"20200513","success"
"745","Spain","ESP","ESP.6_1","ESP","Cataluña",3042,0.004097,0.001476,"20200514","success"
"746","Spain","ESP","ESP.6_1","ESP","Cataluña",3132,0.004982,0.001599,"20200515","success"
"747","Spain","ESP","ESP.6_1","ESP","Cataluña",3139,0.008035,0.002028,"20200516","success"
"748","Spain","ESP","ESP.6_1","ESP","Cataluña",3217,0.007927,0.002029,"20200517","success"
"749","Spain","ESP","ESP.6_1","ESP","Cataluña",3196,0.008462,0.002088,"20200518","success"
"750","Spain","ESP","ESP.6_1","ESP","Cataluña",3269,0.008288,0.002061,"20200519","success"
"751","Spain","ESP","ESP.6_1","ESP","Cataluña",3370,0.008789,0.002101,"20200520","success"
"752","Spain","ESP","ESP.6_1","ESP","Cataluña",3182,0.00769,0.002032,"20200521","success"
"753","Spain","ESP","ESP.6_1","ESP","Cataluña",3107,0.006716,0.001933,"20200522","success"
"754","Spain","ESP","ESP.6_1","ESP","Cataluña",3079,0.005362,0.00173,"20200523","success"
"755","Spain","ESP","ESP.6_1","ESP","Cataluña",3017,0.004818,0.001653,"20200524","success"
"756","Spain","ESP","ESP.6_1","ESP","Cataluña",2997,0.004028,0.001517,"20200525","success"
"757","Spain","ESP","ESP.6_1","ESP","Cataluña",2939,0.004143,0.001545,"20200526","success"
"758","Spain","ESP","ESP.6_1","ESP","Cataluña",2877,0.005289,0.001756,"20200527","success"
"759","Spain","ESP","ESP.6_1","ESP","Cataluña",2989,0.00489,0.001655,"20200528","success"
"760","Spain","ESP","ESP.6_1","ESP","Cataluña",2918,0.005207,0.001729,"20200529","success"
"761","Spain","ESP","ESP.6_1","ESP","Cataluña",2863,0.005409,0.001781,"20200530","success"
