"date","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_notToo_worried_past_smooth","pct_finances_not_worried_past_smooth","population"
2020-05-29,132,4.76,4.76,7.94,14.73,3.17,23.62,12.6,8.73,4.76,1.59,5.56,7.94,5.56,20.31,31.06,3.15,100,43.36,44.35,16.81,44.35,14.66,30.17,41.03,43.94,21.97,5.3,3.03,3.79,9.09,2.91,4.85,13.59,17.48,61.17,2.91,8.74,15.53,24.27,48.54,36.36,16.67,10.61,11.36,33.33,21.97,7.58,16.67,4.72,NA,NA,NA,NA,3.78537616029688,3.54892254919061,8.56252246008669,13.3882182979025,2.42969445401269,25.8280718843128,14.5131043864253,10.9133411847322,4.96376781056708,6.68620554430737,5.35441346592632,10.8160793827412,5.23889200373234,22.5745110081704,27.2650333024179,5.64279142488674,44.1602561684376,46.7378124382107,15.5145785140475,51.1674076414817,14.6900266506461,29.929056107811,41.6554562493832,45.3748208620079,18.134828304108,5.73554949845942,2.36941946006489,2.2448234576369,6.55603539150165,2.95813775862921,4.95499273125846,9.34212066385114,17.2738751452429,66.1158815930383,2.89728111030494,5.70984519716953,11.3531374530513,20.5253305586837,50.0412602599078,39.785446902386,21.7782918093997,10.3422333295829,10.1833887200963,36.5289151943452,21.6140334190909,10.2402169556298,16.8418494015818,5.43484794088256,NA,NA,NA,NA,11263079
2020-05-30,127,7.26,5.65,12.1,16.39,4.1,26.61,15.45,11.29,11.29,11.38,4.1,9.6,10.57,23.77,33.87,6.61,60,43.1,48.7,20.18,41.88,13.04,29.31,39.32,52.76,17.32,6.3,3.15,0.79,7.87,2.88,6.73,7.69,21.15,61.54,7.69,5.77,11.54,21.15,53.85,43.31,18.11,11.02,9.45,33.86,22.05,16.54,10.24,7.38,NA,NA,NA,NA,6.23997425146356,4.35088757781059,9.91139497852989,16.2542101831671,4.15501205529253,26.0457109419403,15.000315868432,11.2099472733211,11.1083227904753,7.58651329873104,5.21696314891808,9.11189242852827,10.2079729538205,23.1228620313328,31.3948056785614,6.16356956167955,42.0868305105677,47.6592364356806,16.4786308211669,44.8685317854945,13.5201060495234,29.9065433767681,41.2305533253789,53.2751738619519,17.7618012088425,5.93555214648243,2.35796601376396,1.86943074080772,6.44407733171344,2.98011397655958,4.9801679624579,9.15307535798647,17.6893197966884,65.76408060906,6.55994232588457,5.61052070103628,10.3364797106759,21.545554372652,51.0322745314507,40.7114196047711,21.2452356481427,10.2168007457657,10.0011151628163,35.4232308754795,22.2038404445033,13.1670415567508,11.4029639331206,6.47074804862757,NA,NA,NA,NA,11263079
2020-05-31,100,2.04,2.04,10.2,4.12,1.04,28.87,12.5,10.42,4.17,8.25,6.25,8.33,6.19,23.71,34.34,6.12,100,44.33,47.92,20.83,50,16.49,35.71,50,45,27,7,3,1,6,3.41,4.55,13.64,21.59,56.82,3.41,7.95,11.36,23.86,53.41,43,32,7,6,52,20,9,8,3.12,NA,NA,NA,NA,4.25330850707238,3.62513162748014,10.1783966839605,7.34847424495448,2.05893362186657,26.5961328622943,14.7727291506267,11.291407106071,5.57846906664115,7.80426358747909,5.47878632728248,9.95359200202609,6.98174325756023,23.5734962123246,33.8985703684292,6.31193604645598,42.849423418174,47.9221150670324,18.4267346590254,49.8875114001981,15.8684773339214,30.7222071704897,42.4435268329467,49.6893039609687,22.2360720454373,6.31325872151727,2.37316090694456,1.25747103154697,6.17250297692062,3.03077628661761,4.79351254234208,10.66370440475,18.6088034549006,64.7070933534073,4.30090715851057,5.79554839586031,11.717919786176,21.7776762647918,53.2014747604265,41.0789651210528,31.4942232177875,7.77958918970325,9.39094294528529,38.9514881276915,20.6247839482763,12.5733172128151,7.67478877970012,5.10718500413211,NA,NA,NA,NA,11263079
2020-06-01,91,3.53,2.35,9.41,5.88,2.38,23.53,5.88,7.06,3.53,4.71,7.06,8.14,4.71,17.44,28.89,6.59,75,44.94,50,16.85,59.55,11.24,34.83,40.91,54.95,14.29,4.4,1.1,4.4,16.48,2.44,8.54,10.98,17.07,60.98,3.66,3.66,4.88,24.39,63.41,43.96,19.78,7.69,18.68,37.36,20.88,19.78,14.29,3.53,NA,NA,NA,NA,4.06827369087318,3.20297028904597,10.0954110973815,3.70797443780597,1.81341705376856,26.2423180417911,12.1409555348857,10.0950369655105,3.1172018280832,7.39772100954487,5.85520855939654,9.40568402313346,6.52643361371585,22.7850478146413,31.5881257196619,6.45399752843355,43.3641343078124,49.0755595618044,17.6967932679793,53.8683109099491,12.581127365953,33.2548835907447,42.2009283114861,51.4039113856839,19.0741557344144,5.84279891549062,2.08698499981536,3.71411208529289,11.3227024663237,2.95695233078499,5.01180345197988,10.2517839814405,18.0056379139034,64.4327683744649,4.22311869763273,5.45063091980403,8.06524830829593,22.7715531002825,62.1099898369582,41.5823126330278,22.5745443348609,9.50737241234889,10.5107504277385,38.5678126469156,20.5596854876165,13.6214144003247,13.0588061944941,4.46827608040159,NA,NA,NA,NA,11263079
2020-06-02,108,1.94,0.97,8.74,10.68,5.88,29.81,11.76,11.76,5.88,8.82,4.95,12.62,3.92,25,29.91,2.8,50,52.04,49,22.92,57,15.46,37.25,37.5,51.85,18.52,7.41,6.48,1.85,8.33,4.04,7.07,12.12,20.2,56.57,6,10,8,26,50,49.07,24.07,12.96,7.41,46.3,19.44,9.26,18.52,4.9,NA,NA,NA,NA,3.47171646407931,2.5341459300028,9.78872176305197,9.96158326396777,5.66249541400677,26.8728765526506,11.9920755785591,10.7734111992366,6.229904583825,7.70195403646836,5.80635637584837,10.5418086207479,5.80682739431169,23.5129313723354,30.7306634630368,5.49884211093255,51.267878949141,49.3293986605852,19.681160889994,56.3505439163954,13.9988291872657,35.4665133634009,41.5202652592741,51.3169081222454,18.9743581763252,6.30899485481716,5.51698454746077,2.57610494506958,8.83978005654892,3.11797626423285,5.08348473859061,10.6913785152454,18.4210144107014,62.243873338539,4.5059193594488,5.87803026052224,9.49319381314525,24.0681141445259,56.3330976629202,45.2716883324004,22.8837494663672,10.0711443826344,10.0511560021858,39.4135394384496,19.5652861260003,13.0422779497984,18.8497259718229,4.55770919788009,NA,NA,NA,NA,11263079
2020-06-03,95,5.49,4.4,7.69,9.89,2.25,30.77,6.59,8.89,5.56,9.89,3.33,5.49,5.56,16.3,29.47,5.49,50,46.59,48.31,22.47,47.78,16.85,34.83,43.33,62.11,13.68,7.37,2.11,2.11,5.26,4.76,4.76,5.95,19.05,65.48,4.76,15.48,7.14,17.86,54.76,44.21,18.95,7.37,14.74,40,21.05,11.58,14.74,3.33,NA,NA,NA,NA,4.00661719225316,2.90715830031643,9.20520734542294,9.87305492316042,2.76911024749116,27.6092366317549,10.3353969608421,10.3037381093867,6.14822039429476,8.1454995416529,5.5015013409633,9.09315172166086,5.73590158173687,21.7666657116583,29.8863262742513,5.51814443941016,48.1017020093997,49.0726912501993,20.9556066843608,51.7999648024886,16.6833361645333,35.7851746485895,41.6977027027754,54.9105766869504,17.6208094986667,6.70473154665186,2.69125342756248,2.28839774510798,7.5795404511976,3.37487490726268,4.93132534493001,10.0849745432683,18.4600246929725,63.7295406624952,4.57367309485216,9.63218370863784,9.09599093976873,22.2838801792237,55.7126195375482,44.1284869070626,22.4161572507969,9.74302343246276,10.5857448647326,39.3598731027864,20.6791690121917,12.861263024861,14.3780584067672,3.95653906389016,NA,NA,NA,NA,11263079
2020-06-04,72,2.82,1.41,5.63,8.45,1.43,30,12.86,8.57,5.71,8.7,4.29,8.45,5.71,18.57,37.5,5.63,50,52.11,54.93,15.49,56.34,9.86,28.17,54.29,66.67,13.89,2.78,6.94,1.39,5.56,4.55,6.06,9.09,21.21,59.09,1.54,4.62,20,15.38,58.46,37.5,23.61,16.67,12.5,31.94,23.61,19.44,18.06,2.86,NA,NA,NA,NA,3.69966508352048,2.46885161976329,8.12131835009772,9.4043970387383,1.38778039391941,28.434307306123,10.8969227108054,9.85439770140915,6.09480181399616,8.34857101301179,5.39466267258218,8.86102804356575,5.72210552771334,20.7433410489149,36.5969464126382,5.57397015224287,50.9958669022503,52.1365529913903,19.2709688296134,52.5412398693464,13.8550346005689,33.4280475950212,43.2996542415715,63.5673050243813,16.6192919415981,5.71395267781128,4.13196276296468,1.94543252853909,6.96812733879174,3.58227988908279,4.91502391334317,10.0414824923428,19.0572478849468,62.428014517129,4.1807600144036,7.41173986373371,17.9354711760675,20.6014135706539,56.6466997003437,42.0697959307537,22.6491758007447,10.8137119186606,10.7914062538407,38.3173666108272,23.1501840787122,13.751502856082,15.3043681962731,3.39544108025974,NA,NA,NA,NA,11263079
2020-06-05,86,1.22,0,7.32,5,1.25,24.39,8.64,5,6.17,5,4.94,8.75,6.17,20.99,35.29,4.94,0,43.59,40.51,10.26,47.44,9.21,32.05,43.59,53.49,16.28,2.33,2.33,3.49,8.14,0,8.7,7.25,17.39,66.67,1.45,10.14,10.14,14.49,63.77,38.37,16.28,9.3,16.28,31.4,22.09,16.28,11.63,2.47,NA,NA,NA,NA,3.07285413787935,1.86850220307565,7.76798645509937,8.14658991386521,0.661475399786201,27.7369285038217,10.1876269977971,8.49920734094456,6.1028061808265,7.95888691065291,5.39599834868098,8.76930650471455,5.83738304655985,20.8492407631851,35.4990242086541,5.42709876103451,45.2929357319656,47.1985615340092,15.9793804240577,52.021337580156,10.877632011106,32.9634723536644,43.3616471886834,58.4622037022698,16.3576524317789,4.76241203841282,3.49692797461756,2.46638384671152,7.09433451889615,3.11685059612545,6.34476351828459,9.74616475568664,18.5911111962533,63.9796679473639,3.85297868795246,8.30695137801899,10.4835037794538,16.1613301860897,63.4385528630471,41.0859759248121,21.8881879995976,10.6926120153757,12.5037225385101,37.3469492976169,22.7472536181015,14.1457793428995,12.3567573180816,2.89980941037346,NA,NA,NA,NA,11263079
2020-06-06,81,6.49,6.49,9.09,13.16,3.95,23.08,15.58,6.58,5.26,5.33,5.33,9.09,5.26,20.25,38.27,5.06,33.33,44.59,54.05,25.68,55.26,12.16,33.78,39.74,54.32,20.99,4.94,2.47,1.23,9.88,1.41,5.63,9.86,16.9,66.2,4.17,5.56,6.94,22.22,61.11,46.91,28.4,7.41,6.17,37.04,24.69,20.99,7.41,3.95,NA,NA,NA,NA,3.85937288978205,2.77013129643929,8.01473391978698,9.23207525244509,3.8740409902575,27.2626965971311,11.3816969279592,7.85129196957793,6.00351489042077,7.68117296846632,5.45104778818839,8.79308880068151,5.70447689163601,20.6778650019209,37.8105429804237,5.3413745918207,43.9261805103105,50.0181282124178,18.8542229670863,52.5563395298182,13.114452424825,33.3114900068387,42.9351917355798,57.2248205408868,17.2217263491315,4.68223979447431,3.19642357390487,2.08227582642504,7.60710488821638,2.92055977935947,5.73077624335937,9.83730861065715,18.1172501124905,64.6280061360676,3.88463588007242,7.49694882409657,10.064071598446,20.0384759960878,62.6479208666006,42.1212628952381,22.7567363735326,10.3264716686827,10.8087107251966,37.1182381290359,24.4155627816728,15.1892001777353,7.65862883142147,3.03859296095492,NA,NA,NA,NA,11263079
2020-06-07,73,1.41,0,5.63,2.9,0,35.71,17.39,5.8,5.8,5.71,1.43,2.9,7.25,18.06,29.17,13.89,40,33.8,50.7,25.35,46.48,5.63,28.17,39.44,63.01,17.81,2.74,5.48,1.37,4.11,1.67,10,11.67,18.33,58.33,0,6.67,8.33,21.67,63.33,35.62,24.66,13.7,8.22,26.03,23.29,16.44,17.81,2.9,NA,NA,NA,NA,3.30120689108324,2.13498341408549,7.28430800818279,7.7205075892593,1.1824118689415,28.4879820077625,12.7287526515418,7.14228126345325,5.97570539097948,7.49386935054488,4.58572072334183,7.24659495469434,6.11361298507326,19.901376322388,33.4280065853868,9.50126816387485,37.6417438234205,50.5003042582421,20.6828973252507,51.9454194490977,8.42575306234188,31.1254853647285,42.5224912199375,59.7455165786836,17.2552651659977,4.05343225837007,3.80781786143374,1.85478222929517,6.78880097389893,2.78314985019658,7.50097740481926,10.1576878352639,18.0485809227328,63.4948948174471,3.24727790997485,7.26084106951975,9.86326162057497,20.1779179873094,61.6854304492194,40.6915342756542,23.0739728348887,10.8543303061187,10.4807334440224,35.4027118146646,23.5894397352268,15.663064008767,14.2063144915053,2.85078917585299,NA,NA,NA,NA,11263079
2020-06-08,72,8.7,5.8,11.59,15.94,4.35,26.09,11.59,10.14,10.14,7.25,8.82,11.59,8.7,20.29,33.33,8.57,50,42.19,37.88,24.62,46.97,25.76,27.27,47.76,52.78,13.89,8.33,0,1.39,15.28,6.15,7.69,3.08,18.46,64.62,6.15,7.69,9.23,13.85,63.08,43.06,16.67,19.44,11.11,34.72,18.06,15.28,22.22,4.35,NA,NA,NA,NA,4.87372247780673,2.90633694624831,8.27170744083961,9.38427891262999,4.07352004006001,28.3495289542112,12.5440905121855,7.75143640325438,6.44510386109347,7.52306601183778,5.51690088057967,8.15076136311379,6.63899055643973,19.9403770396974,33.0580624443614,8.88477568713798,38.8665226221085,45.2439402610187,22.0939055492756,51.4622064419992,25.0374939947923,29.1695280141389,43.1216818349124,57.6800841202172,16.4946107389365,5.03752285953726,2.85664227137486,1.68168214249671,8.51460560202278,5.61467812333556,7.64897195541907,9.20471314062518,18.024503028492,64.0075931796457,3.72095308394694,7.33536641051528,9.78568400922339,18.5679877578254,60.2061272335437,40.9551066363223,22.3791346758273,12.7084414808822,10.5113396385222,35.108517259316,18.9447475821894,15.5542082111323,22.4297153861665,3.31120083425131,NA,NA,NA,NA,11263079
2020-06-09,76,4,2.67,5.33,12,0,21.33,5.33,10.67,6.67,8,1.33,5.33,5.33,16,30.26,11.11,100,47.89,54.17,14.29,47.22,19.18,23.29,37.84,55.26,19.74,2.63,5.26,1.32,9.21,0,7.58,7.58,18.18,66.67,1.47,7.35,7.35,17.65,66.18,42.11,19.74,10.53,15.79,36.84,11.84,15.79,26.32,2.67,NA,NA,NA,NA,4.51908074712206,2.82846627983434,7.49872128528835,9.8885169885622,1.23190528533173,27.6429251205084,7.49648735121274,9.73484836442542,6.48503553005466,7.6411444394799,4.81209520295475,7.39646188652049,6.52352546629485,18.8242649911912,31.2491070673769,10.3807419878086,46.7148772178379,48.5345832431087,20.231816191122,51.0594438899235,20.0552509779216,26.2216816157639,42.5370531360863,56.9965849600337,17.0208504940988,4.38920359232592,3.32927437645314,1.52474520493639,8.70424088977493,2.82373466446892,7.71131950191671,8.86418492502833,17.9533590719599,64.7705525594874,3.48572204559883,7.31573352605143,9.51569789418716,18.0838519772281,65.4512439288371,40.9897122569219,22.1256019735613,12.093600597383,11.0614402071499,35.3111438280516,13.0664052733196,15.7083457402391,22.303014469202,3.01868486749091,NA,NA,NA,NA,11263079
2020-06-10,70,6.06,6.06,12.12,13.85,3.12,31.34,9.09,7.69,9.38,6.35,4.69,13.64,6.15,24.24,28.99,4.84,66.67,36.21,50.88,10.34,41.38,6.9,27.12,47.46,54.29,15.71,2.86,0,0,5.71,0,1.92,5.77,17.31,75,0,5.77,9.62,19.23,65.38,30,27.14,7.14,10,28.57,15.71,14.29,15.71,3.12,NA,NA,NA,NA,5.20939211017643,4.30468047410275,8.6285123076641,11.6965730480192,2.64750782360962,28.2019155827651,10.5932368231603,8.09645831336269,6.8367972984381,7.54717998387448,4.81633714501622,8.78166612218632,6.5150099075894,20.0576466116412,29.4479054310429,7.72261302122981,39.4923175139902,49.429226381568,10.8848769656025,49.4067090448199,13.5771772603599,25.8537800344311,43.0685259933451,56.0188824278723,16.6907711918496,3.93552454412014,2.61335697904489,1.10986466851059,7.9978888166065,2.39655016408945,6.02794350299209,8.1434552188925,17.7256713852051,66.1497936506365,2.74290595203321,6.94769309178011,9.50702141385314,19.1086735453331,65.7250949379686,38.7164893558706,22.73418023907,11.5676090196141,10.9301667491072,33.7630114028531,13.3186124860812,15.6510176556949,19.2472472712737,3.00405629709645,NA,NA,NA,NA,11263079
2020-06-11,65,4.76,4.76,11.11,12.7,1.61,32.26,11.29,22.95,6.45,17.46,3.23,3.23,4.84,26.98,24.62,3.17,50,36.84,58.62,17.24,54.39,10.53,36.21,49.15,52.31,20,4.62,3.08,1.54,4.62,0,7.69,9.62,25,57.69,0,9.62,9.62,23.08,57.69,36.92,30.77,9.23,3.08,33.85,23.08,13.85,9.23,3.23,NA,NA,NA,NA,5.11795724504344,4.67433617576128,9.71951046438697,12.2845965473696,1.80053947977713,28.8193846992503,10.6168081373698,19.9744010766387,6.82116672074458,8.8598076798003,4.48385622475498,7.49357103566611,6.36137823510441,23.5564270316714,26.1590900939637,5.49751184107908,37.6524508199942,54.1516230931868,18.0932009651636,50.5402550139247,13.26126773957,29.3468913819144,43.740176860305,54.1069981643303,17.3155879797262,3.96645724069074,2.63666664949663,1.0897950042361,7.31634356526395,1.9562696584444,6.37190368268521,8.47828094910204,19.0425905713999,65.4399889739108,2.14216302834454,7.45411256885433,9.49941309601708,19.4305108083121,61.4188625559407,38.0344533100392,23.7168492329322,11.3846220512995,10.110278334736,33.5803168185379,20.1730836600202,15.5455955502127,10.1178155038833,3.05298605426442,NA,NA,NA,NA,11263079
2020-06-12,99,2.13,1.06,6.38,6.38,2.13,30.21,6.45,6.52,6.38,9.47,5.38,6.45,5.43,20.83,27.55,10.53,100,52.17,45.65,18.48,59.78,15.22,32.26,45.74,50.51,22.22,9.09,0,2.02,7.07,3.45,4.6,6.9,16.09,68.97,1.16,3.49,9.3,19.77,66.28,36.36,27.27,10.1,12.12,28.28,25.25,22.22,11.11,5.38,NA,NA,NA,NA,4.52647334997107,3.41735766093897,8.60979556872669,10.3154006695338,1.99950266785986,29.1411712784643,9.72405244375353,10.7554278612108,6.79903979449697,9.05891227996154,4.68365842788444,7.15007029308963,6.226082678806,21.4739415125096,25.8973722771706,7.7653028493018,45.6669264893051,49.2989619630629,18.1241360911293,56.2118802159102,13.4506925027991,31.4755854298015,43.9902337666492,52.0079152701241,18.4002811982588,5.21416714774571,2.1667956762184,1.50924195284164,7.2136428321103,2.18419465327853,5.96972639001944,8.13115105648763,18.4166260833714,66.0345228349958,1.87356914988384,6.64216598423144,9.46147644853631,19.4033281725095,62.1116313785942,37.3635824331149,24.2264898135039,11.3288786754877,10.25731768921,32.2603744949304,25.2375838245503,16.5190536685364,10.2337073956975,4.13907135871657,NA,NA,NA,NA,11263079
2020-06-13,95,2.22,3.33,4.44,4.4,1.11,24.44,6.67,7.78,4.4,13.33,0,8.79,7.78,18.68,33.68,7.61,100,44.94,41.57,19.54,45.56,10.11,26.67,40.45,57.89,15.79,3.16,2.11,3.16,9.47,3.8,8.86,6.33,21.52,59.49,7.59,6.33,13.92,15.19,56.96,36.84,22.11,13.68,9.47,28.42,20,21.05,13.68,5.56,NA,NA,NA,NA,4.07493592308935,3.41672475632138,7.58674826056932,9.20458949427673,1.3615793532695,28.7775582663329,9.00877638863167,10.2519783765057,6.56784965991587,9.76561061466554,3.78948262785445,7.34935613912505,6.46515113604182,20.9801380576434,29.8821489161201,7.86765622679436,46.1264006116953,48.554132595489,18.3280892855496,51.0062703141139,13.1197041209557,29.0989620823251,43.6664998135441,54.1430732043431,17.616234763986,4.66878007258602,2.1060956486568,2.91352367779829,7.53113704092471,2.49505932815446,6.52332608112778,7.72633937135767,18.9776996627768,65.5575597327514,5.3474208256272,6.57872577100797,9.8772857855157,18.9457626027313,61.3525103189096,36.9164851324591,24.1070894698496,11.7041055593281,10.1434628229451,31.1949739555203,22.7874309609222,17.8599748009585,15.5923038059879,5.0828369519002,NA,NA,NA,NA,11263079
2020-06-14,84,11.69,10.39,12.99,15.19,5.26,28.95,13.16,10.53,7.79,5.26,5.19,14.47,6.41,21.79,27.71,3.85,50,45.33,51.39,28.77,58.67,21.92,30.14,57.33,46.43,25,3.57,2.38,2.38,5.95,1.54,4.62,4.62,13.85,75.38,4.62,6.15,7.69,20,61.54,32.14,20.24,14.29,10.71,30.95,15.48,11.9,22.62,10.26,NA,NA,NA,NA,6.09524669563941,6.52205274381238,8.85134521416282,10.2566977327192,5.20065805544759,28.9421416424742,9.57322860663416,10.4471999452195,6.70967343721179,9.31795345571857,4.00204425284808,9.27999885671444,6.48678463060748,21.1479849406485,28.8641352295967,7.47539545413712,46.5955376231807,48.8621924203777,20.2223602672686,51.8284455020922,13.9700759331678,29.5100518211169,45.706131245179,51.0283013598745,19.9681645933897,4.37811917592663,2.06998206459287,2.15869698754213,7.2301913338396,2.32717273934199,6.13945347540391,7.04344210984625,17.9829859007969,66.782450384212,3.14234881359651,6.50504842249219,9.66254476893426,18.9702507287094,61.1679997128112,35.6199237517791,23.7977126716962,12.122095158331,10.1533652109003,30.8296785341706,20.1761678966488,16.7206412216028,16.4399937363152,8.93187738403047,NA,NA,NA,NA,11263079
2020-06-15,88,3.57,3.57,7.14,9.52,2.38,24.1,13.1,9.52,0,4.88,4.71,11.9,6.02,22.62,36.78,4.71,0,62.2,41.98,35,57.32,27.5,40.51,40.24,50,21.59,4.55,5.68,1.14,6.82,2.7,9.46,2.7,16.22,68.92,2.7,8.11,5.41,18.92,64.86,45.45,12.5,11.36,14.77,29.55,22.73,12.5,20.45,8.33,NA,NA,NA,NA,5.38700379645451,5.4107289530112,8.41461293224529,10.1188054774719,2.52109859185205,28.5759591088509,10.0577742400804,10.353696761343,6.08037151980008,6.84789667662754,4.10122023410689,10.5589826728148,6.46675981605521,21.4643780808236,34.0700890745946,7.24478831225463,57.2711636295061,46.3361595145827,32.1439500882379,52.4548206361416,20.1497461538711,35.044945198539,44.6898956881622,50.1220941229754,20.7346241368359,4.36862393195533,2.44597227169306,1.81654935950101,7.11661608524941,2.41039877202334,6.76710666265047,6.03971873264549,17.5996389358717,67.2394217907959,3.08468675440529,6.61467438864824,9.2646248147638,18.8973175960583,62.341418788651,37.1084087980521,22.7367578998462,12.154036318751,10.5347371765741,30.2715282107199,21.444797668169,16.3799071115618,16.9973069021388,9.21492166927948,NA,NA,NA,NA,11263079
2020-06-16,73,4.17,4.17,8.33,5.63,1.41,17.81,11.11,4.29,6.94,4.29,2.86,8.45,1.43,20.83,32.88,5.8,0,44.93,49.28,23.19,53.62,14.49,33.33,55.07,50.68,24.66,5.48,2.74,1.37,5.48,0,3.23,17.74,17.74,61.29,1.61,4.84,14.52,20.97,58.06,36.99,30.14,9.59,8.22,38.36,23.29,15.07,8.22,4.29,NA,NA,NA,NA,5.32905072654812,5.15649848758935,8.38322170429425,9.32006986451608,2.4228251038099,25.4792190648112,10.1516794436043,7.2004927281953,6.15515152355496,4.98533308799474,3.86133345803993,9.90431387091533,5.71332292361327,21.382381762913,34.3106436515338,7.16537833034004,51.7585924193394,48.3365758074426,24.3891519196209,52.668223083263,15.3845818345509,34.8733967265192,46.7624870200581,49.7572920754542,22.4012560539559,4.59908745651343,2.44415299590802,1.68543060794422,6.82452738482765,2.00144874633354,6.10646498757264,8.31896942607938,17.5225887738996,66.884038879591,2.94475232429422,6.42858186647868,9.71024591379568,19.0102175778519,60.7033361615607,36.8093688513313,23.5190495622251,11.9800914476583,10.2997361422783,31.4004276972099,21.6051623065004,16.3602784996108,16.1841832969709,6.68183793670388,NA,NA,NA,NA,11263079
2020-06-17,74,1.39,1.39,9.72,4.17,1.41,29.73,7.04,13.7,5.63,9.86,5.56,7.04,8.45,29.17,32.88,9.72,40,62.12,50.75,22.73,56.72,22.73,41.79,40.91,55.41,12.16,9.46,2.7,1.35,6.76,1.64,4.92,4.92,29.51,59.02,1.64,8.2,6.56,24.59,59.02,40.54,9.46,17.57,14.86,32.43,24.32,12.16,16.22,7.04,NA,NA,NA,NA,4.7883644935328,4.11814018727506,8.72990562456298,8.38315950620232,2.33441436878453,27.907733314549,9.54331293059212,10.1699708389906,6.10824630559449,8.70509223613491,4.11895039831572,9.13580591764013,6.24448260983893,23.8118165997783,34.18275267206,7.53045899067441,58.3303287881587,48.5743151716854,24.2301862192028,53.1618397926516,19.3539190034182,39.0194542405784,45.4436219633001,51.2276953524753,19.5131180598453,6.2718694362471,2.43844731354176,1.58290389033049,6.74941942168156,1.92388031155479,5.90061176551379,7.72480533434768,19.5004233604909,66.3387878375607,2.7119430867731,6.54435316255384,9.42366977075313,19.4324397197636,59.7729281908267,37.1618442084069,22.2529922662204,12.722905541038,10.6702981936699,31.3368748918638,21.9648180560658,16.0339545844015,16.2797195538746,6.84190933092637,NA,NA,NA,NA,11263079
